name,review_count,categories,rating,coordinates,price,phone,address
Paris Baguette,36,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.2,"37.4911839,-121.9296141",$$,(510) 573-2365,"46663 Mission Blvd, Fremont, CA 94539, USA"
Panaderia Corona Bakery,9,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",2.3,"37.6304698,-122.0768131",,(510) 783-6355,"1162 W Tennyson Rd, Hayward, CA 94544, USA"
The Sweet Art of Cake,113,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",3.8,"37.6192749,-122.0361192",$$,(510) 634-5377,"31101 Mission Blvd, Hayward, CA 94544, USA"
izumicakes,13,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",5,"37.4936856,-121.9305347",,(510) 573-3607,"46132 Warm Springs Blvd UNIT 133, Fremont, CA 94539, USA"
Safeway Bakery,1,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4,"37.55173750000001,-122.0496291",$$,(510) 713-3180,"5877 Jarvis Ave, Newark, CA 94560, USA"
Safeway Bakery,1,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",5,"37.5317614,-121.9572873",$$,(510) 657-1625,"3902 Washington Blvd, Fremont, CA 94538, USA"
Nothing Bundt Cakes,80,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.7051719,-121.9223916",$$,(925) 803-9210,"7106 Dublin Blvd, Dublin, CA 94568, USA"
Vs.Sweet.Treats,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",0,"37.5337758,-122.0465412",,(510) 305-1156,"36455 Buckeye St, Newark, CA 94560, USA"
Safeway Bakery.,4,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",2.5,"37.5456981,-121.9895689",$$,(510) 794-1666,"39100 Argonaut Way, Fremont, CA 94538, USA"
Safeway Bakery,0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",0,"37.6562188,-121.8991668",$$,(925) 846-8644,"6790 Bernal Ave, Pleasanton, CA 94566, USA"
Valerio's Tropical Bakeshop,67,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4,"37.5912342,-122.0698382",$,(510) 324-4100,"31844 Alvarado Blvd, Union City, CA 94587, USA"
Las Pacita's Bakery,211,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.7091313,-122.1336274",,(510) 667-0441,"148th Ave, San Leandro, CA 94578, USA"
Safeway Bakery,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",0,"37.6751097,-121.874649",$$,(925) 417-5530,"1701 Santa Rita Rd, Pleasanton, CA 94566, USA"
The Original Luisa and Son Bakeshop - Union City,3,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",3.7,"37.5886897,-122.0691817",,(510) 400-3614,"4128 Dyer St, Union City, CA 94587, USA"
Lavender Bakery & Café,274,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.8910929,-122.2795915",,(510) 529-4433,"1820 Solano Ave, Berkeley, CA 94707, USA"
La Farine,248,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.799552,-122.2166126",$$,(510) 531-7750,"3411 Fruitvale Ave, Oakland, CA 94602, USA"
La Farine Boulangerie Patisserie,288,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.8507722,-122.2526944",$$,(510) 654-0338,"6323 College Ave, Oakland, CA 94618, USA"
La Farine Bakery,219,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.8264706,-122.252143",$$,(510) 420-1777,"4094 Piedmont Ave, Oakland, CA 94611, USA"
Seven Hills Baking Co.,117,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.8,"37.6953658,-122.0787189",,(510) 586-0858,"3295 Castro Valley Blvd, Castro Valley, CA 94546, USA"
Crixa Cakes,219,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.8586833,-122.2679791",$$,(510) 548-0421,"2748 Adeline St C, Berkeley, CA 94703, USA"
Market Hall Bakery,113,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.8438203,-122.2518462",,(510) 250-6003,"5655 College Ave, Oakland, CA 94618, USA"
Hopkins Street Bakery,52,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.8817736,-122.2815143",,(510) 526-8188,"1584 Hopkins St, Berkeley, CA 94707, USA"
Crispian Bakery,186,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.7682394,-122.2391997",$$,(510) 239-4751,"1700 Park St #120, Alameda, CA 94501, USA"
It's All Good Bakery Inc,425,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.84105710000001,-122.2697027",$$,(510) 597-9700,"5622 Martin Luther King Jr Way, Oakland, CA 94609, USA"
Fournée Bakery,573,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.8,"37.8588084,-122.2440976",$$,(510) 549-9434,"2912 Domingo Ave, Berkeley, CA 94705, USA"
Miette Patisserie & Confiserie,52,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.4,"37.8235854,-122.2073279",$$$,(510) 663-1300,"2220 Mountain Blvd, Oakland, CA 94611, USA"
Feel Good Bakery,108,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.7677371,-122.2397054",,(510) 864-2733,"1650 Park St I, Alameda, CA 94501, USA"
Old Towne Danville Bakery & Cafe,119,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.8144444,-121.9982095",,(925) 837-7844,"105 Town and Country Dr g, Danville, CA 94526, USA"
Sweet Bar Bakery,389,"['bakery', 'cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.8133261,-122.2658157",$$,(510) 788-4997,"2355 Broadway, Oakland, CA 94612, USA"
Sunday Bakeshop,56,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.8476209,-122.2522947",,(510) 599-8550,"5931 College Ave, Oakland, CA 94618, USA"
Bake Sum,84,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.8126276,-122.2474724",,(415) 506-9298,"3249 Grand Ave, Oakland, CA 94610, USA"
Angel Cakes,139,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.8007629,-122.2821278",$$,(510) 301-4757,"745 5th St, Oakland, CA 94607, USA"
Love at First Bite Bakery,110,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.8801718,-122.2682956",$$,(510) 848-5727,"2122 Vine St, Berkeley, CA 94709, USA"
Delicias Bakery,104,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.7764877,-122.2229134",$,(510) 437-9948,"3460 International Blvd, Oakland, CA 94601, USA"
Gregory's Gourmet Desserts,151,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.8116557,-122.2639639",$,(510) 272-9722,"285 23rd St, Oakland, CA 94612, USA"
Bit of Ireland Bakery,49,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.72172219999999,-122.1697323",,(510) 568-7398,"1268 Davis St, San Leandro, CA 94577, USA"
85C Bakery Cafe - San Leandro,206,"['bakery', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.7246567,-122.1569738",$,(510) 483-8585,"1299 Washington Ave C-1, San Leandro, CA 94577, USA"
"Full Belly Bakery, LLC",6,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",5,"37.7755294,-122.2266333",,(510) 214-2507,"1014 Fruitvale Ave, Oakland, CA 94601, USA"
Alice Street Bakery Café,134,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.7996472,-122.2684472",$,(510) 858-5885,"251 10th St, Oakland, CA 94607, USA"
Pena's Bakery,78,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.7829972,-122.2209036",$,(510) 536-0661,"3355 Foothill Blvd, Oakland, CA 94601, USA"
Bakery El Sol,45,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.7762863,-122.2241419",,(510) 534-5397,"3340 E 12th St #5, Oakland, CA 94601, USA"
Bui Phong Bakery,70,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.7799828,-122.2297042",,(510) 536-4581,"2800 International Blvd, Oakland, CA 94601, USA"
La Dolce Vita,98,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.9,"37.82898,-122.2646945",,(510) 920-0407,"3931 Telegraph Ave, Oakland, CA 94609, USA"
Oakland Wonder Food Bakery,165,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.4,"37.7998969,-122.2704866",$,(510) 893-4193,"340 9th St, Oakland, CA 94607, USA"
Nothing Bundt Cakes,80,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.8360586,-122.2949251",$$,(510) 923-2253,"5745 Christie Ave, Emeryville, CA 94608, USA"
Life is Sweet Bakery and Cafe,102,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.8217169,-122.0016444",$$,(925) 718-5818,"155 Railroad Ave, Danville, CA 94526, USA"
Faz Bakery & Coffee Bar,50,"['bakery', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.8228637,-122.001335",$,(925) 309-4822,"221 Hartz Ave, Danville, CA 94526, USA"
Grand Bakery,40,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.3,"37.7969164,-122.204461",,(510) 465-1110,"3033 MacArthur Blvd, Oakland, CA 94602, USA"
Feel Good Bakery,66,"['bakery', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,"37.7560822,-122.2334617",$$,(510) 263-9439,"3215 Encinal Ave, Alameda, CA 94501, USA"
Town Bakery & Cafe,151,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.8614411,-122.1276071",$$,(925) 247-5965,"337 Rheem Blvd, Moraga, CA 94556, USA"
Ruby King Bakery Cafe,123,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.7993957,-122.2725874",$,(510) 835-2366,"718 Franklin St, Oakland, CA 94607, USA"
Firebrand Artisan Breads,435,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.8129406,-122.2660034",$$,(510) 594-9213,"2343 Broadway, Oakland, CA 94612, USA"
Crumble & Whisk,65,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.7896064,-122.1966789",,(415) 237-3318,"4104 MacArthur Blvd, Oakland, CA 94619, USA"
Napoleon Super Bakery,212,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.3,"37.7999028,-122.2722656",$,(510) 268-8883,"810 Franklin St, Oakland, CA 94607, USA"
Sheng Kee Bakery #19 - Berkeley,161,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.8685103,-122.2590135",$,(510) 848-8200,"2307 Telegraph Ave, Berkeley, CA 94704, USA"
Green House Bakery,5,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",5,"37.774303,-122.1994787",,,"5256 Belvedere St, Oakland, CA 94601, USA"
Safeway Bakery,0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",0,"37.7247981,-122.1573281",$$,(510) 895-2660,"1499 Washington Ave, San Leandro, CA 94577, USA"
doodlecakes,10,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.7715846,-122.2773319",,(510) 995-8539,"647 Central Ave, Alameda, CA 94501, USA"
Third Culture Bakery Walnut Creek,116,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.894457,-122.0616288",,(925) 300-3436,"1310 S California Blvd, Walnut Creek, CA 94596, USA"
Belmo Café,171,"['bakery', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.8,"37.86909050000001,-122.2903097",,(510) 901-9152,"1160 University Ave, Berkeley, CA 94702, USA"
Pena's Bakery #2,64,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.7743477,-122.2184085",,(510) 533-5733,"3912 International Blvd, Oakland, CA 94601, USA"
California Bakery,30,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.7430137,-122.4739959",,(415) 864-1385,"719 Taraval St, San Francisco, CA 94116, USA"
Little Bee Bakery,58,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.7391162,-122.4160643",$$,(415) 595-4744,"521 Cortland Ave, San Francisco, CA 94110, USA"
Arizmendi Bakery,1521,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.7634047,-122.466442",$,(415) 566-3117,"1331 9th Ave, San Francisco, CA 94122, USA"
Sweet Dreams Bakery,40,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.6838097,-122.4634367",$,(650) 755-8337,"7743 El Camino Real, Colma, CA 94014, USA"
Batter Bakery,92,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.7894918,-122.4208023",$$,(415) 674-1069,"1517 Pine St, San Francisco, CA 94109, USA"
Lotta's Bakery,70,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.7927352,-122.421",,(415) 359-9039,"1720 Polk St, San Francisco, CA 94109, USA"
Schubert's Bakery,794,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.7828077,-122.4649393",$$,(415) 752-1580,"521 Clement St, San Francisco, CA 94118, USA"
The Bread Basket Bakery,18,"['bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.694503,-122.464548",$,(650) 994-7741,"7099 Mission St, Daly City, CA 94014, USA"
Bernal Bakery,16,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",5,"37.7400117,-122.4093401",,(813) 309-0547,"1501 Cortland Ave, San Francisco, CA 94110, USA"
Jane The Bakery,890,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.783791,-122.4342922",$$,(415) 658-7971,"1881 Geary Blvd, San Francisco, CA 94115, USA"
Noe Valley Bakery,552,"['bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.7511609,-122.4334399",$$,(415) 550-1405,"4073 24th St, San Francisco, CA 94114, USA"
La Mejor Bakery,148,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.752108,-122.4191569",$,(415) 655-3622,"3329 24th St, San Francisco, CA 94110, USA"
Mazzetti's Bakery,856,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.6493867,-122.4904028",$,(650) 355-1007,"101 Manor Dr, Pacifica, CA 94044, USA"
Noe Valley Bakery West Portal,325,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.7406033,-122.4663331",$$,(415) 592-8785,"28 W Portal Ave, San Francisco, CA 94127, USA"
Kings Bakery Cafe,72,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.7513904,-122.4185443",,(415) 282-4550,"2846 Mission St, San Francisco, CA 94110, USA"
Princess Bakery,31,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.7243762,-122.4348961",,(415) 585-9000,"4617 Mission St, San Francisco, CA 94112, USA"
Rico Pan Bakery,39,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.7128644,-122.444713",,(415) 333-3090,"5488 Mission St, San Francisco, CA 94112, USA"
Heavenly Bakery | Breakfast and Sandwiches,28,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.7208322,-122.437549",,(650) 784-3975,"4845 Mission St, San Francisco, CA 94112, USA"
Andersen Bakery,46,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.77703169999999,-122.417537",$$,(415) 757-0090,"1390 Market St suite b, San Francisco, CA 94102, USA"
Lucky's Bakery & Cafe,117,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7070199,-122.4161323",$,(415) 468-3172,"2666 Geneva Ave, Daly City, CA 94014, USA"
Cherry Blossom Bakery,113,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7247281,-122.4590597",$,(415) 333-9088,"1552 Ocean Ave, San Francisco, CA 94112, USA"
Black Jet Baking Co.,128,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.7390154,-122.4141505",$$,(415) 829-3905,"833 Cortland Ave, San Francisco, CA 94110, USA"
Sweet Passion Bakery,58,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.742284,-122.498625",$,(415) 661-0928,"3020 Taraval St, San Francisco, CA 94116, USA"
Sunset Bakery,138,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.7618628,-122.4660505",$,(415) 759-6538,"1410 9th Ave, San Francisco, CA 94122, USA"
Yummy Bakery & Cafe,199,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.7960919,-122.4054873",$,(415) 989-8388,"607 Jackson St, San Francisco, CA 94133, USA"
Victoria Pastry,302,"['bakery', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.8012587,-122.411245",$$,(415) 781-2015,"700 Filbert St, San Francisco, CA 94133, USA"
La Reyna Bakery & Coffee Shop,83,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.7525838,-122.4145732",$,(415) 647-6502,"3114 24th St, San Francisco, CA 94110, USA"
Fancy Wheat Field Bakery,96,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4,"37.76320490000001,-122.4826862",$,(415) 681-1988,"2305 Irving St, San Francisco, CA 94122, USA"
Flour & Branch,49,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.7816299,-122.3958655",,(415) 658-7217,"493 3rd St, San Francisco, CA 94107, USA"
Josey Baker Bread,51,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.7764519,-122.437963",,(415) 345-1953,"736 Divisadero St, San Francisco, CA 94117, USA"
Rosalind Bakery,137,"['bakery', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.6508053,-122.4917504",,,"450 Manor Plaza, Pacifica, CA 94044, USA"
Hayes Valley Bakeworks,128,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7786675,-122.4232332",$,(415) 864-2688,"550 Gough St, San Francisco, CA 94102, USA"
Rico Pan Bakery Salvadoreno,112,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.7369922,-122.424006",,(415) 333-3090,"3717 Mission St, San Francisco, CA 94110, USA"
Arsicault Bakery Civic Center,288,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.7808241,-122.4133465",,(415) 926-5155,"87 McAllister St, San Francisco, CA 94102, USA"
Sam's Bakery,50,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.7839152,-122.4195484",,(415) 834-5682,"803 Ellis St, San Francisco, CA 94109, USA"
Batter Bakery - Kiosk,23,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.7922474,-122.4041391",$,(415) 706-8076,"555 California St, San Francisco, CA 94104, USA"
Mr Bread Bakery,200,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.5,"37.7431118,-122.4772318",$,(415) 681-6814,"1018 Taraval St, San Francisco, CA 94116, USA"
Fancy Wheat Field Bakery,142,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.7984886,-122.4086339",$,(415) 982-1368,"1362 Stockton St, San Francisco, CA 94133, USA"
Savion’s Sweets,69,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",3.9,"37.7840569,-122.4061984",$$,(415) 757-0214,"865 Market St, San Francisco, CA 94103, USA"
La Boulangerie de San Francisco,331,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7878027,-122.4340862",$$,(415) 440-0356,"2325 Pine St, San Francisco, CA 94115, USA"
Sheng Kee Bakery #11 - Westlake,221,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.698939,-122.4824027",$,(650) 755-1988,"526 Westlake Center, Daly City, CA 94015, USA"
jina bakes,76,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.8,"37.7849195,-122.4318719",,,"1581 Webster St Suite 150, San Francisco, CA 94115, USA"
Hong Kong Bakery,28,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.7228779,-122.4360207",$,(415) 337-6611,"4711 Mission St, San Francisco, CA 94112, USA"
La Mexicana Bakery,106,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.7529514,-122.408424",$,(415) 648-2633,"2804 24th St, San Francisco, CA 94110, USA"
Rolling Out Cafe,156,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.7427892,-122.4847348",$,(415) 513-6054,"1722 Taraval St, San Francisco, CA 94116, USA"
New Royal Bakery,13,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",3.9,"37.7219123,-122.436746",,(415) 334-7756,"4773 Mission St, San Francisco, CA 94112, USA"
Eastern Bakery,555,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.7937806,-122.4061278",$,(415) 433-7973,"720 Grant Ave, San Francisco, CA 94108, USA"
Wholesome Bakery,307,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.2,"37.7720977,-122.4373843",$$,(415) 343-5414,"299 Divisadero St, San Francisco, CA 94117, USA"
Starbread,147,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.5948937,-122.5044035",$,(650) 733-7750,"1261 Linda Mar Shopping Center, Pacifica, CA 94044, USA"
Fancy Wheat Field Bakery,184,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.7277803,-122.4038128",,(415) 330-9982,"2684 San Bruno Ave, San Francisco, CA 94134, USA"
Oh Honey Bakery,40,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.7,"37.385229,-122.0843815",,(650) 963-9224,"1030 Castro St ste a, Mountain View, CA 94040, USA"
Cakes & Bakes,145,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",3.7,"37.3657603,-122.0288655",$$,(669) 246-9999,"151 E El Camino Real, Sunnyvale, CA 94087, USA"
Manresa Bread,353,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.3792095,-122.1170302",$$$,(650) 946-2293,"271 State St, Los Altos, CA 94022, USA"
Sugar Butter Flour,227,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.1,"37.3719344,-122.0577256",$$,(408) 732-8597,"669 S Bernardo Ave, Sunnyvale, CA 94087, USA"
Paris Baguette,506,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.3,"37.3921379,-122.0796159",$$,(650) 770-9999,"315 Castro St, Mountain View, CA 94041, USA"
Alexander's Patisserie,1431,"['bakery', 'cafe', 'meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.3935872,-122.0789593",$$$,(650) 864-9999,"209 Castro St, Mountain View, CA 94041, USA"
Safeway Bakery,0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",0,"37.338694,-121.973585",$$,(408) 248-0563,"2760 Homestead Rd, Santa Clara, CA 95051, USA"
Paris Baguette,584,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.4280806,-121.9114528",$$,(408) 263-0404,"249 W Calaveras Blvd, Milpitas, CA 95035, USA"
Safeway Bakery,1,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",5,"37.3649366,-122.0307302",$$,(408) 732-1259,"150 E El Camino Real, Sunnyvale, CA 94087, USA"
Baker’s village,0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",0,"37.3518768,-122.0014646",,,"1092 E El Camino Real, Sunnyvale, CA 94087, USA"
Walmart Bakery,2,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",3,"37.4315628,-121.9211854",,(408) 678-0979,"301 Ranch Dr, Milpitas, CA 95035, USA"
Corner Bakery Cafe,333,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.2917935,-121.9915063",$,(669) 237-4102,"1690 Saratoga Ave Suite 96, San Jose, CA 95129, USA"
Safeway Bakery,1,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",5,"37.3453879,-121.9364293",$$,(408) 244-6873,"2605 The Alameda, Santa Clara, CA 95050, USA"
Cake Expressions,36,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.36394689999999,-121.9411115",,(408) 295-2253,"2325 De La Cruz Blvd, Santa Clara, CA 95050, USA"
whaT's More cake,71,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.4,"37.3817313,-121.9953398",,(408) 462-9797,"500 Lawrence Expy ste g, Sunnyvale, CA 94085, USA"
Mr. Cake + Indian Bakery and Cafe,150,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.4024919,-122.0795083",,(650) 584-3103,"570 N Shoreline Blvd Suite F, Mountain View, CA 94043, USA"
Maison Alyzée,989,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.3937182,-122.0793244",$$$,(650) 960-1212,"212 Castro St, Mountain View, CA 94041, USA"
Safeway Bakery,0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",0,"37.3363856,-122.0345563",$$,(408) 253-0112,"20620 W Homestead Rd, Cupertino, CA 95014, USA"
Safeway Bakery,1,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",1,"37.3097131,-122.0120449",$$,(408) 257-3070,"6150 Bollinger Rd, San Jose, CA 95129, USA"
Jin's Bakery & Coffee,59,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.4,"37.3520044,-121.9768516",,(408) 423-8840,"2792 El Camino Real, Santa Clara, CA 95051, USA"
